Sample	Species	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
HY176190	Staphylococcus aureus		NODE_4_length_170568_cov_72.041035	87761	88540	-	sep	staphylococcal enterotoxin type P	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	ADC38120.1	staphylococcal enterotoxin type P		
HY176190	Staphylococcus aureus		NODE_6_length_92363_cov_70.157943	36443	37375	+	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY176190	Staphylococcus aureus		NODE_6_length_92363_cov_70.157943	37380	38360	+	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	93.88	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY176190	Staphylococcus aureus		NODE_6_length_92363_cov_70.157943	42480	43184	+	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			BLASTX	235	235	100.0	96.6	235	ABD31004.1	serine protease SplA		
HY176190	Staphylococcus aureus		NODE_6_length_92363_cov_70.157943	43312	44031	+	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			EXACTX	240	240	100.0	100.0	240	ABD31003.1	serine protease SplB		
HY176190	Staphylococcus aureus		NODE_7_length_75612_cov_80.068252	72484	73923	+	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	EXACTX	480	480	100.0	100.0	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY176190	Staphylococcus aureus		NODE_9_length_21515_cov_566.236716	659	1273	-	cadD	cadmium resistance transporter CadD	plus	STRESS	METAL	CADMIUM	CADMIUM	BLASTX	205	205	100.0	98.54	205	BAB43874.1	cadmium resistance transporter CadD		
HY176190	Staphylococcus aureus		NODE_9_length_21515_cov_566.236716	13739	14581	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.0	99.64	281	WP_000733289.1	penicillin-hydrolyzing class A beta-lactamase BlaZ		
HY176190	Staphylococcus aureus		NODE_9_length_21515_cov_566.236716	14688	16442	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.0	95.56	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1		
HY176190	Staphylococcus aureus		NODE_9_length_21515_cov_566.236716	16435	16812	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.0	99.21	126	WP_001284656.1	penicillinase repressor BlaI		
HY176242	Staphylococcus aureus		NODE_10_length_94851_cov_75.908080	88890	89498	-	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			BLASTX	203	203	100.0	96.06	203	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY176242	Staphylococcus aureus		NODE_16_length_16225_cov_265.955460	6097	6870	-	sed	staphylococcal enterotoxin type D	plus	VIRULENCE	VIRULENCE			BLASTX	258	258	100.0	99.61	258	AAB06195.1	staphylococcal enterotoxin type D		
HY176242	Staphylococcus aureus		NODE_16_length_16225_cov_265.955460	7765	8568	+	sej	staphylococcal enterotoxin type J	plus	VIRULENCE	VIRULENCE			EXACTX	268	268	100.0	100.0	268	AAC78590.1	staphylococcal enterotoxin type J		
HY176242	Staphylococcus aureus		NODE_16_length_16225_cov_265.955460	8664	9440	-	ser	staphylococcal enterotoxin type R	plus	VIRULENCE	VIRULENCE			BLASTX	259	259	100.0	99.61	259	EVY93839.1	staphylococcal enterotoxin type R		
HY176242	Staphylococcus aureus		NODE_16_length_16225_cov_265.955460	12954	13850	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.0	100.0	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase		
HY176242	Staphylococcus aureus		NODE_16_length_16225_cov_265.955460	13952	15415	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.0	99.8	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)		
HY176242	Staphylococcus aureus		NODE_17_length_6185_cov_87.826675	1493	3496	+	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY176242	Staphylococcus aureus		NODE_19_length_4703_cov_317.513986	2359	3735	-	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	459	459	100.0	100.0	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	82717	83064	-	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE			BLASTX	116	116	100.0	99.14	116	ADL23798.1	complement inhibitor SCIN-A		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	85275	85763	-	sak	staphylokinase	plus	VIRULENCE	VIRULENCE			BLASTX	163	163	100.0	98.77	163	CAA24957.1	staphylokinase		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	87569	88348	-	sep	staphylococcal enterotoxin type P	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	ADC38120.1	staphylococcal enterotoxin type P		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	174793	176232	-	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	BLASTX	480	480	100.0	98.96	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	326640	327056	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.0	100.0	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	415428	416354	+	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	309	309	100.0	100.0	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	416924	417868	+	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.46	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY176242	Staphylococcus aureus		NODE_1_length_498402_cov_77.371867	417873	418847	+	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY176242	Staphylococcus aureus		NODE_24_length_1721_cov_380.430364	170	784	+	cadD	cadmium resistance transporter CadD	plus	STRESS	METAL	CADMIUM	CADMIUM	EXACTX	205	205	100.0	100.0	205	BAB43874.1	cadmium resistance transporter CadD		
HY176242	Staphylococcus aureus		NODE_2_length_348975_cov_72.775060	2488	3189	+	tst	toxic shock syndrome toxin TSST-1	plus	VIRULENCE	VIRULENCE			BLASTX	234	234	100.0	99.15	234	AAA26682.1	toxic shock syndrome toxin TSST-1		
HY176242	Staphylococcus aureus		NODE_2_length_348975_cov_72.775060	46498	47850	-	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	451	451	100.0	100.0	451	BAB41547.1	multidrug efflux MATE transporter MepA		
HY176242	Staphylococcus aureus		NODE_2_length_348975_cov_72.775060	275520	276869	-	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100299.1	tetracycline efflux MFS transporter Tet(38)		
HY176242	Staphylococcus aureus		NODE_4_length_281281_cov_84.401634	157817	159343	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	99.21	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY176242	Staphylococcus aureus		NODE_4_length_281281_cov_84.401634	202673	203722	+	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	plus	VIRULENCE	VIRULENCE			EXACTX	350	350	100.0	100.0	350	AUU58561.1	polysaccharide intercellular adhesin biosynthesis/export protein IcaC		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	33180	33959	+	seo	staphylococcal enterotoxin type O	plus	VIRULENCE	VIRULENCE			EXACTX	260	260	100.0	100.0	260	BAB42916.1	staphylococcal enterotoxin type O		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	34243	34959	+	sem	staphylococcal enterotoxin type M	plus	VIRULENCE	VIRULENCE			BLASTX	239	239	100.0	94.14	239	SGR88215.1	staphylococcal enterotoxin type M		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	34997	35722	+	sei	staphylococcal enterotoxin type I	plus	VIRULENCE	VIRULENCE			BLASTX	242	243	99.59	93.8	242	SGR88193.1	staphylococcal enterotoxin type I		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	36689	37504	+	sen	staphylococcal enterotoxin type N	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	272	272	100.0	99.26	272	SAO78304.1	staphylococcal enterotoxin type N		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	43646	44578	+	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	44583	45563	+	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	94.19	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	49696	50400	+	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			BLASTX	235	235	100.0	97.02	235	ABD31004.1	serine protease SplA		
HY176242	Staphylococcus aureus		NODE_7_length_176266_cov_46.316818	50528	51247	+	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			BLASTX	240	240	100.0	98.75	240	ABD31003.1	serine protease SplB		
HY176435	Staphylococcus aureus		NODE_11_length_27700_cov_114.165307	2805	4808	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721310.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY176435	Staphylococcus aureus		NODE_12_length_19951_cov_112.114054	1751	3190	-	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	EXACTX	480	480	100.0	100.0	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY176435	Staphylococcus aureus		NODE_14_length_17785_cov_319.779986	4914	5756	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.0	100.0	281	WP_000733281.1	penicillin-hydrolyzing class A beta-lactamase BlaZ		
HY176435	Staphylococcus aureus		NODE_14_length_17785_cov_319.779986	5863	7617	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	585	585	100.0	95.04	585	WP_001096376.1	beta-lactam sensor/signal transducer BlaR1		
HY176435	Staphylococcus aureus		NODE_14_length_17785_cov_319.779986	7610	7987	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.0	99.21	126	WP_001284656.1	penicillinase repressor BlaI		
HY176435	Staphylococcus aureus		NODE_15_length_8007_cov_206.687056	3615	3977	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	128	94.53	99.17	121	ADA79992.1	mercuric transport protein MerT		
HY176435	Staphylococcus aureus		NODE_15_length_8007_cov_206.687056	4038	5678	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	547	547	100.0	100.0	547	AAA98245.1	mercury(II) reductase		
HY176435	Staphylococcus aureus		NODE_15_length_8007_cov_206.687056	5763	6410	+	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	BLASTX	216	216	100.0	98.61	216	BAB47641.1	organomercurial lyase MerB		
HY176435	Staphylococcus aureus		NODE_19_length_1728_cov_506.707058	426	1040	-	cadD	cadmium resistance transporter CadD	plus	STRESS	METAL	CADMIUM	CADMIUM	EXACTX	205	205	100.0	100.0	205	BAB43874.1	cadmium resistance transporter CadD		
HY176435	Staphylococcus aureus		NODE_1_length_881533_cov_42.397227	558237	558962	+	seq	staphylococcal enterotoxin type Q	plus	VIRULENCE	VIRULENCE			BLASTX	242	242	100.0	97.52	242	EYN56163.1	staphylococcal enterotoxin type Q		
HY176435	Staphylococcus aureus		NODE_1_length_881533_cov_42.397227	558989	559714	+	sek	staphylococcal enterotoxin type K	plus	VIRULENCE	VIRULENCE			BLASTX	242	242	100.0	97.11	242	AAW36439.1	staphylococcal enterotoxin type K		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	79269	80318	-	icaC	polysaccharide intercellular adhesin biosynthesis/export protein IcaC	plus	VIRULENCE	VIRULENCE			EXACTX	350	350	100.0	100.0	350	AUU58561.1	polysaccharide intercellular adhesin biosynthesis/export protein IcaC		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	123651	125177	+	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE			BLASTX	509	509	100.0	99.21	509	EHO93748.1	zinc metalloproteinase aureolysin		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	362024	362998	-	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	363003	363947	-	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.14	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	364517	365443	-	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	309	309	100.0	100.0	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY176435	Staphylococcus aureus		NODE_2_length_588416_cov_72.789505	454721	455137	-	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	139	139	100.0	100.0	139	WP_000920239.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase		
HY176435	Staphylococcus aureus		NODE_3_length_374142_cov_66.250335	73620	74969	+	tet(38)	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	450	450	100.0	100.0	450	WP_001100300.1	tetracycline efflux MFS transporter Tet(38)		
HY176435	Staphylococcus aureus		NODE_3_length_374142_cov_66.250335	303406	304758	+	mepA	multidrug efflux MATE transporter MepA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	451	451	100.0	100.0	451	AAU95768.1	multidrug efflux MATE transporter MepA		
HY176435	Staphylococcus aureus		NODE_3_length_374142_cov_66.250335	337990	338598	+	selX	staphylococcal enterotoxin-like toxin X	plus	VIRULENCE	VIRULENCE			BLASTX	203	203	100.0	96.55	203	AEI60187.1	staphylococcal enterotoxin-like toxin X		
HY176435	Staphylococcus aureus		NODE_4_length_359003_cov_31.131435	116081	117055	-	lukF-PV	Panton-Valentine bi-component leukocidin subunit F	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	98.77	325	BAA24008.1	Panton-Valentine bi-component leukocidin subunit F		
HY176435	Staphylococcus aureus		NODE_4_length_359003_cov_31.131435	117060	117995	-	lukS-PV	Panton-Valentine bi-component leukocidin subunit S	plus	VIRULENCE	VIRULENCE			BLASTX	312	312	100.0	99.68	312	AGW33874.1	Panton-Valentine bi-component leukocidin subunit S		
HY176435	Staphylococcus aureus		NODE_4_length_359003_cov_31.131435	264543	265292	-	sel26	staphylococcal enterotoxin type 26	plus	VIRULENCE	VIRULENCE			BLASTX	250	250	100.0	96.8	250	KAG18833.1	staphylococcal enterotoxin type 26		
HY176435	Staphylococcus aureus		NODE_5_length_173228_cov_60.720360	83160	83507	-	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE			EXACTX	116	116	100.0	100.0	116	ADL23798.1	complement inhibitor SCIN-A		
HY176435	Staphylococcus aureus		NODE_5_length_173228_cov_60.720360	85724	86212	-	sak	staphylokinase	plus	VIRULENCE	VIRULENCE			BLASTX	163	163	100.0	98.77	163	CAA24957.1	staphylokinase		
HY176435	Staphylococcus aureus		NODE_6_length_109427_cov_78.748271	37352	38614	-	murA_G257D	Staphylococcus aureus fosfomycin resistant MurA	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	421	421	100.0	99.76	421	WP_000358006.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA		
HY176435	Staphylococcus aureus		NODE_8_length_55786_cov_70.447044	36405	37337	+	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY176435	Staphylococcus aureus		NODE_8_length_55786_cov_70.447044	37342	38322	+	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	94.5	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY176435	Staphylococcus aureus		NODE_8_length_55786_cov_70.447044	49974	50678	+	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			EXACTX	235	235	100.0	100.0	235	ABD31004.1	serine protease SplA		
HY176435	Staphylococcus aureus		NODE_8_length_55786_cov_70.447044	50806	51525	+	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			EXACTX	240	240	100.0	100.0	240	ABD31003.1	serine protease SplB		
HY176435	Staphylococcus aureus		NODE_8_length_55786_cov_70.447044	53303	54016	+	splE	serine protease SplE	plus	VIRULENCE	VIRULENCE			EXACTX	238	238	100.0	100.0	238	ABD30999.1	serine protease SplE		
HY176898	Staphylococcus aureus		NODE_14_length_21394_cov_45.414351	3355	4287	+	lukE	bi-component leukocidin LukED subunit E	plus	VIRULENCE	VIRULENCE			BLASTX	311	311	100.0	99.68	311	RCV70079.1	bi-component leukocidin LukED subunit E		
HY176898	Staphylococcus aureus		NODE_14_length_21394_cov_45.414351	4292	5272	+	lukD	bi-component leukocidin LukED subunit D	plus	VIRULENCE	VIRULENCE			BLASTX	327	327	100.0	94.5	327	CAA73668.1	bi-component leukocidin LukED subunit D		
HY176898	Staphylococcus aureus		NODE_14_length_21394_cov_45.414351	16935	17639	+	splA	serine protease SplA	plus	VIRULENCE	VIRULENCE			BLASTX	235	235	100.0	98.72	235	ABD31004.1	serine protease SplA		
HY176898	Staphylococcus aureus		NODE_14_length_21394_cov_45.414351	17767	18486	+	splB	serine protease SplB	plus	VIRULENCE	VIRULENCE			BLASTX	240	240	100.0	99.17	240	ABD31003.1	serine protease SplB		
HY176898	Staphylococcus aureus		NODE_15_length_15933_cov_83.184360	2675	4678	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	EXACTX	668	668	100.0	100.0	668	WP_000721309.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA		
HY176898	Staphylococcus aureus		NODE_15_length_15933_cov_83.184360	12414	12791	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.0	99.21	126	WP_001284656.1	penicillinase repressor BlaI		
HY176898	Staphylococcus aureus		NODE_15_length_15933_cov_83.184360	12784	14538	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	585	585	100.0	100.0	585	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1		
HY176898	Staphylococcus aureus		NODE_15_length_15933_cov_83.184360	14645	15487	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.0	100.0	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ		
HY176898	Staphylococcus aureus		NODE_16_length_4360_cov_108.254666	2311	3687	-	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	459	459	100.0	100.0	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)		
HY176898	Staphylococcus aureus		NODE_17_length_3011_cov_144.001040	1463	2101	+	fusB	fusidic acid resistance EF-G-binding protein FusB	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	EXACTX	213	213	100.0	100.0	213	WP_000855537.1	fusidic acid resistance EF-G-binding protein FusB		
HY176898	Staphylococcus aureus		NODE_19_length_2756_cov_805.079498	896	1627	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.0	100.0	244	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)		
HY176898	Staphylococcus aureus		NODE_1_length_603590_cov_66.836890	1736	3175	-	lmrS	multidrug efflux MFS transporter LmrS	plus	STRESS	BIOCIDE	MACROLIDE/PHENICOL	ERYTHROMYCIN/CHLORAMPHENICOL	BLASTX	480	480	100.0	99.17	480	AAW38464.1	multidrug efflux MFS transporter LmrS		
HY176898	Staphylococcus aureus		NODE_1_length_603590_cov_66.836890	46170	46922	+	ednB	epidermal cell differentiation inhibitor EdnB	plus	VIRULENCE	VIRULENCE			EXACTX	251	251	100.0	100.0	251	AXN77488.1	epidermal cell differentiation inhibitor EdnB		
HY176898	Staphylococcus aureus		NODE_1_length_603590_cov_66.836890	241877	242803	+	hlgA	bi-component gamma-hemolysin HlgAB subunit A	plus	VIRULENCE	VIRULENCE			BLASTX	309	309	100.0	99.68	309	AUU54669.1	bi-component gamma-hemolysin HlgAB subunit A		
HY176898	Staphylococcus aureus		NODE_1_length_603590_cov_66.836890	243373	244317	+	hlgC	bi-component gamma-hemolysin HlgCB subunit C	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	97.46	315	CAA57277.1	bi-component gamma-hemolysin HlgCB subunit C		
HY176898	Staphylococcus aureus		NODE_1_length_603590_cov_66.836890	244322	245296	+	hlgB	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	325	325	100.0	97.54	325	CAA57278.1	bi-component gamma-hemolysin HlgAB/HlgCB subunit B		
